Architecture,Mission,Protection,FineTuningLevel,Epochs,LearningRate,DropoutRate,Accuracy,AccuracyUnderRadiation,AccuracyPreservation,MemoryOverhead,ExecutionTime
Standard (16-8),Solar Probe,High,3,500,0.00833859,0.2,41.0628,41.0628,100,100,44.5623
Standard (16-8),Solar Probe,High,3,1000,0.00323054,0.2,41.0628,41.0628,100,100,86.5336
Standard (16-8),Solar Probe,High,3,100,0.00323054,0.5,41.0628,41.0628,100,100,5.86113
Standard (16-8),Solar Probe,High,3,500,0.00211956,0.5,41.0628,41.0628,100,100,28.8318
Standard (16-8),Solar Probe,High,3,1000,0.00082116,0.5,41.0628,41.0628,100,100,56.3216
Standard (16-8),Solar Probe,Very High,3,100,0.001,0,41.0628,41.0628,100,200,10.8735
Standard (16-8),Solar Probe,Very High,3,500,0.0006561,0,41.0628,41.0628,100,200,55.1826
Standard (16-8),Solar Probe,Very High,3,1000,0.000254187,0,41.0628,41.0628,100,200,107.681
Standard (16-8),Solar Probe,Very High,3,100,0.000254187,0.2,41.0628,41.0628,100,200,8.84737
Standard (16-8),Solar Probe,Very High,3,500,0.000166772,0.2,41.0628,41.0628,100,200,44.296
Standard (16-8),Solar Probe,Very High,3,1000,6.46108e-05,0.2,41.0628,41.0628,100,200,87.2151
Standard (16-8),Solar Probe,Very High,3,100,6.46108e-05,0.5,41.0628,41.0628,100,200,5.36021
Standard (16-8),Solar Probe,Very High,3,500,4.23912e-05,0.5,41.0628,41.0628,100,200,28.555
Standard (16-8),Solar Probe,Very High,3,1000,1.64232e-05,0.5,41.0628,41.0628,100,200,57.0964
Standard (16-8),Solar Probe,Very High,3,100,0.01,0,41.0628,41.0628,100,200,11.2026
Standard (16-8),Solar Probe,Very High,3,500,0.006561,0,41.0628,41.0628,100,200,54.3838
Standard (16-8),Solar Probe,Very High,3,1000,0.00254187,0,41.0628,41.0628,100,200,107.234
Standard (16-8),Solar Probe,Very High,3,100,0.00254187,0.2,41.0628,41.0628,100,200,8.88922
Standard (16-8),Solar Probe,Adaptive,3,500,0.00211956,0.5,41.0628,41.0628,100,75,35.2111
Standard (16-8),Solar Probe,Very High,3,1000,0.000646108,0.2,41.0628,41.0628,100,200,88.5004
Standard (16-8),Solar Probe,Very High,3,100,0.000646108,0.5,41.0628,41.0628,100,200,5.40451
Standard (16-8),Solar Probe,Very High,3,500,0.000423912,0.5,41.0628,41.0628,100,200,28.1147
Standard (16-8),Solar Probe,Very High,3,1000,0.000164232,0.5,41.0628,41.0628,100,200,55.6665
Standard (16-8),Solar Probe,Very High,3,100,0.05,0,41.0628,41.0628,100,200,11.5163
Standard (16-8),Solar Probe,Very High,3,500,0.032805,0,41.0628,41.0628,100,200,54.7513
Standard (16-8),Solar Probe,Very High,3,1000,0.0127093,0,41.0628,41.0628,100,200,107.601
Standard (16-8),Solar Probe,Very High,3,100,0.0127093,0.2,41.0628,41.0628,100,200,8.29566
Standard (16-8),Solar Probe,Very High,3,500,0.00833859,0.2,41.0628,41.0628,100,200,44.529
Standard (16-8),Solar Probe,Very High,3,1000,0.00323054,0.2,41.0628,41.0628,100,200,87.1014
Standard (16-8),Solar Probe,Very High,3,100,0.00323054,0.5,41.0628,41.0628,100,200,5.70977
Standard (16-8),Solar Probe,Very High,3,500,0.00211956,0.5,41.0628,41.0628,100,200,27.3848
Standard (16-8),Solar Probe,Very High,3,1000,0.00082116,0.5,41.0628,41.0628,100,200,56.7833
Standard (16-8),Solar Probe,Adaptive,3,100,0.001,0,41.0628,41.0628,100,75,10.4522
Standard (16-8),Solar Probe,Adaptive,3,100,0.00323054,0.5,41.0628,41.0628,100,75,14.8095
Standard (16-8),Solar Probe,Adaptive,3,1000,0.000254187,0,41.0628,41.0628,100,75,132.061
Standard (16-8),Solar Probe,Adaptive,3,100,0.000254187,0.2,41.0628,41.0628,100,75,10.3568
Standard (16-8),Solar Probe,Adaptive,3,500,0.000166772,0.2,41.0628,41.0628,100,75,67.5008
Standard (16-8),Solar Probe,Adaptive,3,1000,6.46108e-05,0.2,41.0628,41.0628,100,75,122.991
Standard (16-8),Solar Probe,Adaptive,3,100,6.46108e-05,0.5,41.0628,41.0628,100,75,9.26058
Standard (16-8),Solar Probe,Adaptive,3,500,4.23912e-05,0.5,41.0628,41.0628,100,75,32.1646
Standard (16-8),Solar Probe,Adaptive,3,1000,1.64232e-05,0.5,41.0628,41.0628,100,75,55.0213
Standard (16-8),Solar Probe,Adaptive,3,100,0.01,0,41.0628,41.0628,100,75,10.8366
Standard (16-8),Solar Probe,Adaptive,3,500,0.006561,0,41.0628,41.0628,100,75,64.5883
Standard (16-8),Solar Probe,Adaptive,3,1000,0.00254187,0,41.0628,41.0628,100,75,120.092
Standard (16-8),Solar Probe,Adaptive,3,100,0.00254187,0.2,41.0628,41.0628,100,75,11.7405
Standard (16-8),Solar Probe,Adaptive,3,500,0.00166772,0.2,41.0628,41.0628,100,75,55.4925
Standard (16-8),Solar Probe,Adaptive,3,1000,0.000646108,0.2,41.0628,41.0628,100,75,105.58
Standard (16-8),Solar Probe,Adaptive,3,100,0.000646108,0.5,41.0628,41.0628,100,75,5.84541
Standard (16-8),Solar Probe,Adaptive,3,500,0.000423912,0.5,41.0628,41.0628,100,75,31.7882
Standard (16-8),Solar Probe,Adaptive,3,1000,0.000164232,0.5,41.0628,41.0628,100,75,55.2956
Standard (16-8),Solar Probe,Adaptive,3,100,0.05,0,41.0628,41.0628,100,75,10.674
Standard (16-8),Solar Probe,Adaptive,3,500,0.032805,0,41.0628,41.0628,100,75,53.3092
Standard (16-8),Solar Probe,Adaptive,3,1000,0.0127093,0,41.0628,41.0628,100,75,115.317
Standard (16-8),Solar Probe,Adaptive,3,100,0.0127093,0.2,41.0628,41.0628,100,75,9.97778
Standard (16-8),Solar Probe,Adaptive,3,500,0.00833859,0.2,41.0628,41.0628,100,75,49.5464
Standard (16-8),Mars,None,3,100,6.46108e-05,0.5,41.0628,41.0628,100,0,10.0366
Standard (16-8),Solar Probe,Very High,3,500,0.00166772,0.2,41.0628,40.5797,98.8235,200,43.9191
Wide (32-16),Solar Probe,None,3,100,6.46108e-05,0.5,38.1643,40.5797,106.329,0,11.3595
Wide (32-16),Mars,Very High,3,100,0.0127093,0.2,38.1643,40.5797,106.329,200,17.13
Standard (16-8),Solar Probe,None,3,100,0.00254187,0.2,41.0628,40.0966,97.6471,0,8.15479
Wide (32-16),Solar Probe,Moderate,3,1000,0.000254187,0,38.1643,40.0966,105.063,50,217.977
Deep (24-12-6),Solar Probe,Very High,3,500,0.00833859,0.2,35.7488,39.6135,110.811,200,71.4034
Wide (32-16),Solar Probe,Very High,3,500,0.000166772,0.2,38.1643,39.6135,103.797,200,91.0072
Standard (16-8),Solar Probe,Adaptive,3,500,0.0006561,0,41.0628,39.1304,95.2941,75,58.9649
Standard (16-8),GEO,High,3,100,0.001,0,41.0628,39.1304,95.2941,100,12.2154
Deep (24-12-6),Solar Probe,High,3,500,0.000423912,0.5,35.7488,39.1304,109.459,100,46.1138
Wide (32-16),Mars,Minimal,3,100,0.00254187,0.2,38.1643,38.6473,101.266,10,17.0056
Wide (32-16),GEO,None,3,100,0.001,0,38.1643,38.1643,100,0,33.1562
Wide (32-16),Solar Probe,Adaptive,3,100,0.00323054,0.5,38.1643,38.1643,100,75,11.4755
Wide (32-16),GEO,None,3,500,0.006561,0,38.1643,38.1643,100,0,128.296
Wide (32-16),GEO,None,3,1000,0.00254187,0,38.1643,38.1643,100,0,254.035
Wide (32-16),GEO,None,3,100,0.00254187,0.2,38.1643,38.1643,100,0,18.5702
Wide (32-16),GEO,None,3,500,0.00166772,0.2,38.1643,38.1643,100,0,97.919
Wide (32-16),GEO,None,3,1000,0.000646108,0.2,38.1643,38.1643,100,0,210.897
Wide (32-16),GEO,None,3,100,0.000646108,0.5,38.1643,38.1643,100,0,10.9632
Wide (32-16),GEO,None,3,500,0.000423912,0.5,38.1643,38.1643,100,0,56.446
Wide (32-16),GEO,None,3,1000,0.000164232,0.5,38.1643,38.1643,100,0,112.985
Wide (32-16),GEO,None,3,100,0.05,0,38.1643,38.1643,100,0,21.7347
Wide (32-16),GEO,None,3,500,0.032805,0,38.1643,38.1643,100,0,109.267
Wide (32-16),GEO,None,3,1000,0.0127093,0,38.1643,38.1643,100,0,222.979
Wide (32-16),GEO,None,3,100,0.0127093,0.2,38.1643,38.1643,100,0,21.964
Wide (32-16),GEO,None,3,500,0.00833859,0.2,38.1643,38.1643,100,0,91.9105
Wide (32-16),GEO,None,3,1000,0.00323054,0.2,38.1643,38.1643,100,0,201.479
Wide (32-16),GEO,None,3,100,0.00323054,0.5,38.1643,38.1643,100,0,11.4468
Wide (32-16),GEO,None,3,500,0.00211956,0.5,38.1643,38.1643,100,0,57.3848
Wide (32-16),GEO,None,3,1000,0.00082116,0.5,38.1643,38.1643,100,0,111.467
Wide (32-16),GEO,Minimal,3,100,0.001,0,38.1643,38.1643,100,10,21.8026
Wide (32-16),GEO,Minimal,3,500,0.0006561,0,38.1643,38.1643,100,10,108.79
Wide (32-16),GEO,Minimal,3,1000,0.000254187,0,38.1643,38.1643,100,10,217.747
Wide (32-16),GEO,Minimal,3,100,0.000254187,0.2,38.1643,38.1643,100,10,17.6869
Wide (32-16),GEO,Minimal,3,500,0.000166772,0.2,38.1643,38.1643,100,10,89.3173
Wide (32-16),GEO,Minimal,3,1000,6.46108e-05,0.2,38.1643,38.1643,100,10,187.341
Wide (32-16),GEO,Minimal,3,100,6.46108e-05,0.5,38.1643,38.1643,100,10,12.2014
Wide (32-16),GEO,Minimal,3,500,4.23912e-05,0.5,38.1643,38.1643,100,10,59.6876
Wide (32-16),GEO,Minimal,3,1000,1.64232e-05,0.5,38.1643,38.1643,100,10,118.598
Wide (32-16),GEO,Minimal,3,100,0.01,0,38.1643,38.1643,100,10,24.9438
Wide (32-16),GEO,Minimal,3,500,0.006561,0,38.1643,38.1643,100,10,120.098
Wide (32-16),GEO,Minimal,3,1000,0.00254187,0,38.1643,38.1643,100,10,228.653
Wide (32-16),GEO,Minimal,3,100,0.00254187,0.2,38.1643,38.1643,100,10,17.4909
Wide (32-16),GEO,Minimal,3,500,0.00166772,0.2,38.1643,38.1643,100,10,90.534
Wide (32-16),GEO,Minimal,3,1000,0.000646108,0.2,38.1643,38.1643,100,10,187.039
Wide (32-16),GEO,Minimal,3,100,0.000646108,0.5,38.1643,38.1643,100,10,12.5813
Wide (32-16),GEO,Minimal,3,500,0.000423912,0.5,38.1643,38.1643,100,10,64.2873
Wide (32-16),GEO,Minimal,3,1000,0.000164232,0.5,38.1643,38.1643,100,10,130.188
Wide (32-16),GEO,Minimal,3,100,0.05,0,38.1643,38.1643,100,10,30.7587
Wide (32-16),GEO,Minimal,3,500,0.032805,0,38.1643,38.1643,100,10,151.637
Wide (32-16),GEO,Minimal,3,1000,0.0127093,0,38.1643,38.1643,100,10,234.288
Wide (32-16),GEO,Minimal,3,100,0.0127093,0.2,38.1643,38.1643,100,10,17.1168
Wide (32-16),GEO,Minimal,3,500,0.00833859,0.2,38.1643,38.1643,100,10,87.2752
Wide (32-16),GEO,Minimal,3,1000,0.00323054,0.2,38.1643,38.1643,100,10,173.661
Wide (32-16),GEO,Minimal,3,100,0.00323054,0.5,38.1643,38.1643,100,10,11.3141
Wide (32-16),GEO,Minimal,3,500,0.00211956,0.5,38.1643,38.1643,100,10,56.7938
Wide (32-16),GEO,Minimal,3,1000,0.00082116,0.5,38.1643,38.1643,100,10,111.629
Wide (32-16),GEO,Moderate,3,100,0.001,0,38.1643,38.1643,100,50,21.7902
Wide (32-16),GEO,Moderate,3,500,0.0006561,0,38.1643,38.1643,100,50,108.789
Wide (32-16),GEO,Moderate,3,1000,0.000254187,0,38.1643,38.1643,100,50,215.813
Wide (32-16),GEO,Moderate,3,100,0.000254187,0.2,38.1643,38.1643,100,50,17.4476
Wide (32-16),GEO,Moderate,3,500,0.000166772,0.2,38.1643,38.1643,100,50,89.5906
Wide (32-16),GEO,Moderate,3,1000,6.46108e-05,0.2,38.1643,38.1643,100,50,173.657
Wide (32-16),GEO,Moderate,3,100,6.46108e-05,0.5,38.1643,38.1643,100,50,11.4481
Wide (32-16),GEO,Moderate,3,500,4.23912e-05,0.5,38.1643,38.1643,100,50,57.1109
Wide (32-16),GEO,Moderate,3,1000,1.64232e-05,0.5,38.1643,38.1643,100,50,110.186
Wide (32-16),GEO,Moderate,3,100,0.01,0,38.1643,38.1643,100,50,22.2642
Wide (32-16),GEO,Moderate,3,500,0.006561,0,38.1643,38.1643,100,50,108.64
Wide (32-16),GEO,Moderate,3,1000,0.00254187,0,38.1643,38.1643,100,50,220.355
Wide (32-16),GEO,Moderate,3,100,0.00254187,0.2,38.1643,38.1643,100,50,16.7481
Wide (32-16),GEO,Moderate,3,500,0.00166772,0.2,38.1643,38.1643,100,50,88.6256
Wide (32-16),GEO,Moderate,3,1000,0.000646108,0.2,38.1643,38.1643,100,50,173.507
Wide (32-16),GEO,Moderate,3,100,0.000646108,0.5,38.1643,38.1643,100,50,11.4503
Wide (32-16),GEO,Moderate,3,500,0.000423912,0.5,38.1643,38.1643,100,50,56.6158
Wide (32-16),GEO,Moderate,3,1000,0.000164232,0.5,38.1643,38.1643,100,50,111.944
Wide (32-16),GEO,Moderate,3,100,0.05,0,38.1643,38.1643,100,50,21.3596
Wide (32-16),GEO,Moderate,3,500,0.032805,0,38.1643,38.1643,100,50,110.207
Wide (32-16),GEO,Moderate,3,1000,0.0127093,0,38.1643,38.1643,100,50,217.258
Wide (32-16),GEO,Moderate,3,100,0.0127093,0.2,38.1643,38.1643,100,50,16.7592
Wide (32-16),GEO,Moderate,3,500,0.00833859,0.2,38.1643,38.1643,100,50,90.5449
Wide (32-16),GEO,Moderate,3,1000,0.00323054,0.2,38.1643,38.1643,100,50,174.486
Wide (32-16),GEO,Moderate,3,100,0.00323054,0.5,38.1643,38.1643,100,50,10.669
Wide (32-16),GEO,Moderate,3,500,0.00211956,0.5,38.1643,38.1643,100,50,56.801
Wide (32-16),GEO,Moderate,3,1000,0.00082116,0.5,38.1643,38.1643,100,50,112.35
Wide (32-16),GEO,High,3,100,0.001,0,38.1643,38.1643,100,100,22.4227
Wide (32-16),GEO,High,3,500,0.0006561,0,38.1643,38.1643,100,100,108.919
Wide (32-16),GEO,High,3,1000,0.000254187,0,38.1643,38.1643,100,100,216.686
Wide (32-16),GEO,High,3,100,0.000254187,0.2,38.1643,38.1643,100,100,17.301
Wide (32-16),GEO,High,3,500,0.000166772,0.2,38.1643,38.1643,100,100,87.2631
Wide (32-16),GEO,High,3,1000,6.46108e-05,0.2,38.1643,38.1643,100,100,250.241
Wide (32-16),GEO,High,3,100,6.46108e-05,0.5,38.1643,38.1643,100,100,11.9478
Wide (32-16),GEO,High,3,500,4.23912e-05,0.5,38.1643,38.1643,100,100,67.2221
Wide (32-16),GEO,High,3,1000,1.64232e-05,0.5,38.1643,38.1643,100,100,117.579
Wide (32-16),GEO,High,3,100,0.01,0,38.1643,38.1643,100,100,22.3202
Wide (32-16),GEO,High,3,500,0.006561,0,38.1643,38.1643,100,100,134.558
Wide (32-16),GEO,High,3,1000,0.00254187,0,38.1643,38.1643,100,100,405.027
Wide (32-16),GEO,High,3,100,0.00254187,0.2,38.1643,38.1643,100,100,22.5859
Wide (32-16),GEO,High,3,500,0.00166772,0.2,38.1643,38.1643,100,100,110.843
Wide (32-16),GEO,High,3,1000,0.000646108,0.2,38.1643,38.1643,100,100,175.426
Wide (32-16),GEO,High,3,100,0.000646108,0.5,38.1643,38.1643,100,100,10.7679
Wide (32-16),GEO,High,3,500,0.000423912,0.5,38.1643,38.1643,100,100,57.9727
Wide (32-16),GEO,High,3,1000,0.000164232,0.5,38.1643,38.1643,100,100,129.404
Wide (32-16),GEO,High,3,100,0.05,0,38.1643,38.1643,100,100,23.4453
Wide (32-16),GEO,High,3,500,0.032805,0,38.1643,38.1643,100,100,113.544
Wide (32-16),GEO,High,3,1000,0.0127093,0,38.1643,38.1643,100,100,222.528
Wide (32-16),GEO,High,3,100,0.0127093,0.2,38.1643,38.1643,100,100,16.79
Wide (32-16),GEO,High,3,500,0.00833859,0.2,38.1643,38.1643,100,100,89.871
Wide (32-16),GEO,High,3,1000,0.00323054,0.2,38.1643,38.1643,100,100,175.849
Wide (32-16),GEO,High,3,100,0.00323054,0.5,38.1643,38.1643,100,100,11.1465
Wide (32-16),GEO,High,3,500,0.00211956,0.5,38.1643,38.1643,100,100,56.8872
Wide (32-16),GEO,High,3,1000,0.00082116,0.5,38.1643,38.1643,100,100,110.963
Wide (32-16),GEO,Very High,3,100,0.001,0,38.1643,38.1643,100,200,21.9882
Wide (32-16),GEO,Very High,3,500,0.0006561,0,38.1643,38.1643,100,200,109.366
Wide (32-16),GEO,Very High,3,1000,0.000254187,0,38.1643,38.1643,100,200,222.711
Wide (32-16),GEO,Very High,3,100,0.000254187,0.2,38.1643,38.1643,100,200,17.211
Wide (32-16),GEO,Very High,3,500,0.000166772,0.2,38.1643,38.1643,100,200,92.4647
Wide (32-16),GEO,Very High,3,1000,6.46108e-05,0.2,38.1643,38.1643,100,200,180.211
Wide (32-16),GEO,Very High,3,100,6.46108e-05,0.5,38.1643,38.1643,100,200,11.5636
Wide (32-16),GEO,Very High,3,500,4.23912e-05,0.5,38.1643,38.1643,100,200,57.3094
Wide (32-16),GEO,Very High,3,1000,1.64232e-05,0.5,38.1643,38.1643,100,200,134.429
Wide (32-16),GEO,Very High,3,100,0.01,0,38.1643,38.1643,100,200,22.0699
Wide (32-16),GEO,Very High,3,500,0.006561,0,38.1643,38.1643,100,200,110.218
Wide (32-16),GEO,Very High,3,1000,0.00254187,0,38.1643,38.1643,100,200,227.336
Wide (32-16),GEO,Very High,3,100,0.00254187,0.2,38.1643,38.1643,100,200,17.3384
Wide (32-16),GEO,Very High,3,500,0.00166772,0.2,38.1643,38.1643,100,200,92.3564
Wide (32-16),GEO,Very High,3,1000,0.000646108,0.2,38.1643,38.1643,100,200,177.056
Wide (32-16),GEO,Very High,3,100,0.000646108,0.5,38.1643,38.1643,100,200,10.9455
Wide (32-16),GEO,Very High,3,500,0.000423912,0.5,38.1643,38.1643,100,200,57.1533
Wide (32-16),GEO,Very High,3,1000,0.000164232,0.5,38.1643,38.1643,100,200,112.034
Wide (32-16),GEO,Very High,3,100,0.05,0,38.1643,38.1643,100,200,23.1757
Wide (32-16),GEO,Very High,3,500,0.032805,0,38.1643,38.1643,100,200,112.228
Wide (32-16),GEO,Very High,3,1000,0.0127093,0,38.1643,38.1643,100,200,217.546
Wide (32-16),GEO,Very High,3,100,0.0127093,0.2,38.1643,38.1643,100,200,17.2094
Wide (32-16),GEO,Very High,3,500,0.00833859,0.2,38.1643,38.1643,100,200,88.677
Wide (32-16),GEO,Very High,3,1000,0.00323054,0.2,38.1643,38.1643,100,200,176.251
Wide (32-16),GEO,Very High,3,100,0.00323054,0.5,38.1643,38.1643,100,200,11.2341
Wide (32-16),GEO,Very High,3,500,0.00211956,0.5,38.1643,38.1643,100,200,56.1818
Wide (32-16),GEO,Very High,3,1000,0.00082116,0.5,38.1643,38.1643,100,200,199.746
Wide (32-16),GEO,Adaptive,3,100,0.001,0,38.1643,38.1643,100,75,35.0118
Wide (32-16),GEO,Adaptive,3,500,0.0006561,0,38.1643,38.1643,100,75,122.442
Wide (32-16),GEO,Adaptive,3,1000,0.000254187,0,38.1643,38.1643,100,75,255.156
Wide (32-16),GEO,Adaptive,3,100,0.000254187,0.2,38.1643,38.1643,100,75,18.2997
Wide (32-16),GEO,Adaptive,3,500,0.000166772,0.2,38.1643,38.1643,100,75,90.904
Wide (32-16),GEO,Adaptive,3,1000,6.46108e-05,0.2,38.1643,38.1643,100,75,179.024
Wide (32-16),GEO,Adaptive,3,100,6.46108e-05,0.5,38.1643,38.1643,100,75,11.5019
Wide (32-16),GEO,Adaptive,3,500,4.23912e-05,0.5,38.1643,38.1643,100,75,91.8474
Wide (32-16),GEO,Adaptive,3,1000,1.64232e-05,0.5,38.1643,38.1643,100,75,135.252
Wide (32-16),GEO,Adaptive,3,100,0.01,0,38.1643,38.1643,100,75,25.4804
Wide (32-16),GEO,Adaptive,3,500,0.006561,0,38.1643,38.1643,100,75,131.547
Wide (32-16),GEO,Adaptive,3,1000,0.00254187,0,38.1643,38.1643,100,75,307.018
Wide (32-16),GEO,Adaptive,3,100,0.00254187,0.2,38.1643,38.1643,100,75,32.1774
Wide (32-16),GEO,Adaptive,3,500,0.00166772,0.2,38.1643,38.1643,100,75,137.023
Wide (32-16),GEO,Adaptive,3,1000,0.000646108,0.2,38.1643,38.1643,100,75,220.942
Wide (32-16),GEO,Adaptive,3,100,0.000646108,0.5,38.1643,38.1643,100,75,11.3378
Wide (32-16),GEO,Adaptive,3,500,0.000423912,0.5,38.1643,38.1643,100,75,60.8841
Wide (32-16),GEO,Adaptive,3,1000,0.000164232,0.5,38.1643,38.1643,100,75,117.572
Wide (32-16),GEO,Adaptive,3,100,0.05,0,38.1643,38.1643,100,75,24.7832
Wide (32-16),GEO,Adaptive,3,500,0.032805,0,38.1643,38.1643,100,75,121.235
Wide (32-16),GEO,Adaptive,3,1000,0.0127093,0,38.1643,38.1643,100,75,261.259
Wide (32-16),GEO,Adaptive,3,100,0.0127093,0.2,38.1643,38.1643,100,75,21.0884
Wide (32-16),GEO,Adaptive,3,500,0.00833859,0.2,38.1643,38.1643,100,75,100.487
Wide (32-16),GEO,Adaptive,3,1000,0.00323054,0.2,38.1643,38.1643,100,75,193.913
Wide (32-16),GEO,Adaptive,3,100,0.00323054,0.5,38.1643,38.1643,100,75,12.5072
Wide (32-16),GEO,Adaptive,3,500,0.00211956,0.5,38.1643,38.1643,100,75,81.8653
Wide (32-16),GEO,Adaptive,3,1000,0.00082116,0.5,38.1643,38.1643,100,75,122.53
Wide (32-16),Lunar,None,3,100,0.001,0,38.1643,38.1643,100,0,27.5921
Wide (32-16),Lunar,None,3,500,0.0006561,0,38.1643,38.1643,100,0,118.695
Wide (32-16),Lunar,None,3,1000,0.000254187,0,38.1643,38.1643,100,0,238.405
Wide (32-16),Lunar,None,3,100,0.000254187,0.2,38.1643,38.1643,100,0,17.1522
Wide (32-16),Lunar,None,3,500,0.000166772,0.2,38.1643,38.1643,100,0,90.3941
Wide (32-16),Lunar,None,3,1000,6.46108e-05,0.2,38.1643,38.1643,100,0,202.029
Wide (32-16),Lunar,None,3,100,6.46108e-05,0.5,38.1643,38.1643,100,0,14.0072
Wide (32-16),Lunar,None,3,500,4.23912e-05,0.5,38.1643,38.1643,100,0,71.9191
Wide (32-16),Lunar,None,3,1000,1.64232e-05,0.5,38.1643,38.1643,100,0,124.9
Wide (32-16),Lunar,None,3,100,0.01,0,38.1643,38.1643,100,0,23.4268
Wide (32-16),Lunar,None,3,500,0.006561,0,38.1643,38.1643,100,0,145.128
Wide (32-16),Lunar,None,3,1000,0.00254187,0,38.1643,38.1643,100,0,275.087
Wide (32-16),Lunar,None,3,100,0.00254187,0.2,38.1643,38.1643,100,0,17.8034
Wide (32-16),Lunar,None,3,500,0.00166772,0.2,38.1643,38.1643,100,0,94.7953
Wide (32-16),Lunar,None,3,1000,0.000646108,0.2,38.1643,38.1643,100,0,195.272
Wide (32-16),Lunar,None,3,100,0.000646108,0.5,38.1643,38.1643,100,0,12.7646
Wide (32-16),Lunar,None,3,500,0.000423912,0.5,38.1643,38.1643,100,0,63.9716
Wide (32-16),Lunar,None,3,1000,0.000164232,0.5,38.1643,38.1643,100,0,124.421
Wide (32-16),Lunar,None,3,100,0.05,0,38.1643,38.1643,100,0,26.9249
Wide (32-16),Lunar,None,3,500,0.032805,0,38.1643,38.1643,100,0,156.702
Wide (32-16),Lunar,None,3,1000,0.0127093,0,38.1643,38.1643,100,0,280.653
Wide (32-16),Lunar,None,3,100,0.0127093,0.2,38.1643,38.1643,100,0,18.1322
Wide (32-16),Lunar,None,3,500,0.00833859,0.2,38.1643,38.1643,100,0,91.0969
Wide (32-16),Lunar,None,3,1000,0.00323054,0.2,38.1643,38.1643,100,0,187.397
Wide (32-16),Lunar,None,3,100,0.00323054,0.5,38.1643,38.1643,100,0,10.7351
Wide (32-16),Lunar,None,3,500,0.00211956,0.5,38.1643,38.1643,100,0,59.7647
Wide (32-16),Lunar,None,3,1000,0.00082116,0.5,38.1643,38.1643,100,0,372.205
Wide (32-16),Lunar,Minimal,3,100,0.001,0,38.1643,38.1643,100,10,50.0203
Wide (32-16),Lunar,Minimal,3,500,0.0006561,0,38.1643,38.1643,100,10,370.3
Wide (32-16),Lunar,Minimal,3,1000,0.000254187,0,38.1643,38.1643,100,10,423.997
Wide (32-16),Lunar,Minimal,3,100,0.000254187,0.2,38.1643,38.1643,100,10,24.9963
Wide (32-16),Lunar,Minimal,3,500,0.000166772,0.2,38.1643,38.1643,100,10,132.606
Wide (32-16),Lunar,Minimal,3,1000,6.46108e-05,0.2,38.1643,38.1643,100,10,246.303
Wide (32-16),Lunar,Minimal,3,100,6.46108e-05,0.5,38.1643,38.1643,100,10,15.3385
Wide (32-16),Lunar,Minimal,3,500,4.23912e-05,0.5,38.1643,38.1643,100,10,79.2252
Wide (32-16),Lunar,Minimal,3,1000,1.64232e-05,0.5,38.1643,38.1643,100,10,152.965
Wide (32-16),Lunar,Minimal,3,100,0.01,0,38.1643,38.1643,100,10,31.4067
Wide (32-16),Lunar,Minimal,3,500,0.006561,0,38.1643,38.1643,100,10,144.923
Wide (32-16),Lunar,Minimal,3,1000,0.00254187,0,38.1643,38.1643,100,10,383.336
Wide (32-16),Lunar,Minimal,3,100,0.00254187,0.2,38.1643,38.1643,100,10,83.912
Wide (32-16),Lunar,Minimal,3,500,0.00166772,0.2,38.1643,38.1643,100,10,161.271
Wide (32-16),Lunar,Minimal,3,1000,0.000646108,0.2,38.1643,38.1643,100,10,261.183
Wide (32-16),Lunar,Minimal,3,100,0.000646108,0.5,38.1643,38.1643,100,10,23.8323
Wide (32-16),Lunar,Minimal,3,500,0.000423912,0.5,38.1643,38.1643,100,10,85.5277
Wide (32-16),Lunar,Minimal,3,1000,0.000164232,0.5,38.1643,38.1643,100,10,166.102
Wide (32-16),Lunar,Minimal,3,100,0.05,0,38.1643,38.1643,100,10,42.136
Wide (32-16),Lunar,Minimal,3,500,0.032805,0,38.1643,38.1643,100,10,250.496
Wide (32-16),Lunar,Minimal,3,1000,0.0127093,0,38.1643,38.1643,100,10,229.728
Wide (32-16),Lunar,Minimal,3,100,0.0127093,0.2,38.1643,38.1643,100,10,18.6153
Wide (32-16),Lunar,Minimal,3,500,0.00833859,0.2,38.1643,38.1643,100,10,94.7301
Wide (32-16),Lunar,Minimal,3,1000,0.00323054,0.2,38.1643,38.1643,100,10,191.02
Wide (32-16),Lunar,Minimal,3,100,0.00323054,0.5,38.1643,38.1643,100,10,12.4381
Wide (32-16),Lunar,Minimal,3,500,0.00211956,0.5,38.1643,38.1643,100,10,60.9324
Wide (32-16),Lunar,Minimal,3,1000,0.00082116,0.5,38.1643,38.1643,100,10,128.479
Wide (32-16),Lunar,Moderate,3,100,0.001,0,38.1643,38.1643,100,50,22.0159
Wide (32-16),Lunar,Moderate,3,500,0.0006561,0,38.1643,38.1643,100,50,114.619
Wide (32-16),Lunar,Moderate,3,1000,0.000254187,0,38.1643,38.1643,100,50,231.679
Wide (32-16),Lunar,Moderate,3,100,0.000254187,0.2,38.1643,38.1643,100,50,16.9706
Wide (32-16),Lunar,Moderate,3,500,0.000166772,0.2,38.1643,38.1643,100,50,91.6957
Wide (32-16),Lunar,Moderate,3,1000,6.46108e-05,0.2,38.1643,38.1643,100,50,216.4
Wide (32-16),Lunar,Moderate,3,100,6.46108e-05,0.5,38.1643,38.1643,100,50,17.5704
