Architecture,Mission,Protection,FineTuningLevel,Epochs,LearningRate,DropoutRate,Accuracy,AccuracyUnderRadiation,AccuracyPreservation,MemoryOverhead,ExecutionTime
Wide (32-16),Mars,None,3,500,4.23912e-05,0.5,38.1643,56.0386,146.835,0,62.0387
Standard (16-8),Solar Probe,None,3,100,0.05,0,41.0628,42.029,102.353,0,10.6353
Standard (16-8),GEO,None,3,100,0.0127093,0.2,41.0628,41.5459,101.176,0,9.85603
Standard (16-8),Mars,None,3,500,0.000166772,0.2,41.0628,41.0628,100,0,45.109
Standard (16-8),Solar Probe,Adaptive,3,1000,0.00323054,0.2,41.0628,41.0628,100,75,194.522
Standard (16-8),GEO,None,3,1000,6.46108e-05,0.2,41.0628,41.0628,100,0,90.1401
Standard (16-8),GEO,None,3,100,6.46108e-05,0.5,41.0628,41.0628,100,0,8.00636
Standard (16-8),GEO,None,3,500,4.23912e-05,0.5,41.0628,41.0628,100,0,28.6298
Standard (16-8),GEO,None,3,1000,1.64232e-05,0.5,41.0628,41.0628,100,0,56.6218
Standard (16-8),GEO,None,3,100,0.01,0,41.0628,41.0628,100,0,10.6116
Standard (16-8),GEO,None,3,500,0.006561,0,41.0628,41.0628,100,0,54.4052
Standard (16-8),GEO,None,3,1000,0.00254187,0,41.0628,41.0628,100,0,109.866
Standard (16-8),GEO,None,3,100,0.00254187,0.2,41.0628,41.0628,100,0,9.11221
Standard (16-8),GEO,None,3,500,0.00166772,0.2,41.0628,41.0628,100,0,44.0443
Standard (16-8),GEO,None,3,1000,0.000646108,0.2,41.0628,41.0628,100,0,92.8017
Standard (16-8),GEO,None,3,100,0.000646108,0.5,41.0628,41.0628,100,0,5.80942
Standard (16-8),GEO,None,3,500,0.000423912,0.5,41.0628,41.0628,100,0,27.8931
Standard (16-8),GEO,None,3,1000,0.000164232,0.5,41.0628,41.0628,100,0,58.3293
Standard (16-8),GEO,None,3,100,0.05,0,41.0628,41.0628,100,0,11.3442
Standard (16-8),GEO,None,3,500,0.032805,0,41.0628,41.0628,100,0,55.1644
Standard (16-8),GEO,None,3,1000,0.0127093,0,41.0628,41.0628,100,0,110.696
Standard (16-8),GEO,None,3,100,0.000254187,0.2,41.0628,41.0628,100,0,9.57492
Standard (16-8),GEO,None,3,500,0.00833859,0.2,41.0628,41.0628,100,0,44.7139
Standard (16-8),GEO,None,3,1000,0.00323054,0.2,41.0628,41.0628,100,0,88.9893
Standard (16-8),GEO,None,3,100,0.00323054,0.5,41.0628,41.0628,100,0,6.34578
Standard (16-8),GEO,None,3,500,0.00211956,0.5,41.0628,41.0628,100,0,28.605
Standard (16-8),GEO,None,3,1000,0.00082116,0.5,41.0628,41.0628,100,0,56.9831
Standard (16-8),GEO,Minimal,3,100,0.001,0,41.0628,41.0628,100,10,11.2889
Standard (16-8),GEO,Minimal,3,500,0.0006561,0,41.0628,41.0628,100,10,56.3437
Standard (16-8),GEO,Minimal,3,1000,0.000254187,0,41.0628,41.0628,100,10,109.294
Standard (16-8),GEO,Minimal,3,100,0.000254187,0.2,41.0628,41.0628,100,10,8.32031
Standard (16-8),GEO,Minimal,3,500,0.000166772,0.2,41.0628,41.0628,100,10,43.8831
Standard (16-8),GEO,Minimal,3,1000,6.46108e-05,0.2,41.0628,41.0628,100,10,89.4117
Standard (16-8),GEO,Minimal,3,100,6.46108e-05,0.5,41.0628,41.0628,100,10,6.07306
Standard (16-8),GEO,Minimal,3,500,4.23912e-05,0.5,41.0628,41.0628,100,10,28.7457
Standard (16-8),GEO,Minimal,3,1000,1.64232e-05,0.5,41.0628,41.0628,100,10,63.8064
Standard (16-8),GEO,Minimal,3,100,0.01,0,41.0628,41.0628,100,10,13.0861
Standard (16-8),GEO,Minimal,3,500,0.006561,0,41.0628,41.0628,100,10,58.7616
Standard (16-8),GEO,Minimal,3,1000,0.00254187,0,41.0628,41.0628,100,10,110.779
Standard (16-8),GEO,Minimal,3,100,0.00254187,0.2,41.0628,41.0628,100,10,9.00662
Standard (16-8),GEO,Minimal,3,500,0.00166772,0.2,41.0628,41.0628,100,10,44.7495
Standard (16-8),GEO,Minimal,3,1000,0.000646108,0.2,41.0628,41.0628,100,10,89.3388
Standard (16-8),GEO,Minimal,3,100,0.000646108,0.5,41.0628,41.0628,100,10,5.3551
Standard (16-8),GEO,Minimal,3,500,0.000423912,0.5,41.0628,41.0628,100,10,28.2311
Standard (16-8),GEO,Minimal,3,1000,0.000164232,0.5,41.0628,41.0628,100,10,57.113
Standard (16-8),GEO,Minimal,3,100,0.05,0,41.0628,41.0628,100,10,11.0822
Standard (16-8),GEO,Minimal,3,500,0.032805,0,41.0628,41.0628,100,10,55.844
Standard (16-8),GEO,Minimal,3,1000,0.0127093,0,41.0628,41.0628,100,10,110.686
Standard (16-8),GEO,Minimal,3,100,0.0127093,0.2,41.0628,41.0628,100,10,8.97756
Standard (16-8),GEO,Minimal,3,500,0.00833859,0.2,41.0628,41.0628,100,10,43.9731
Standard (16-8),GEO,Minimal,3,1000,0.00323054,0.2,41.0628,41.0628,100,10,88.1903
Standard (16-8),GEO,Minimal,3,100,0.00323054,0.5,41.0628,41.0628,100,10,5.98134
Standard (16-8),GEO,Minimal,3,500,0.00211956,0.5,41.0628,41.0628,100,10,29.5797
Standard (16-8),GEO,Minimal,3,1000,0.00082116,0.5,41.0628,41.0628,100,10,63.2775
Standard (16-8),GEO,Moderate,3,100,0.001,0,41.0628,41.0628,100,50,10.8159
Standard (16-8),GEO,Moderate,3,500,0.0006561,0,41.0628,41.0628,100,50,55.3148
Standard (16-8),GEO,Moderate,3,1000,0.000254187,0,41.0628,41.0628,100,50,110.741
Standard (16-8),GEO,Moderate,3,100,0.000254187,0.2,41.0628,41.0628,100,50,9.41594
Standard (16-8),GEO,Moderate,3,500,0.000166772,0.2,41.0628,41.0628,100,50,44.388
Standard (16-8),GEO,Moderate,3,1000,6.46108e-05,0.2,41.0628,41.0628,100,50,89.2943
Standard (16-8),GEO,Moderate,3,100,6.46108e-05,0.5,41.0628,41.0628,100,50,5.39498
Standard (16-8),GEO,Moderate,3,500,4.23912e-05,0.5,41.0628,41.0628,100,50,29.0083
Standard (16-8),GEO,Moderate,3,1000,1.64232e-05,0.5,41.0628,41.0628,100,50,56.9738
Standard (16-8),GEO,Moderate,3,100,0.01,0,41.0628,41.0628,100,50,12.0084
Standard (16-8),GEO,Moderate,3,500,0.006561,0,41.0628,41.0628,100,50,61.1303
Standard (16-8),GEO,Moderate,3,1000,0.00254187,0,41.0628,41.0628,100,50,113.53
Standard (16-8),GEO,Moderate,3,100,0.00254187,0.2,41.0628,41.0628,100,50,9.29703
Standard (16-8),GEO,Moderate,3,500,0.00166772,0.2,41.0628,41.0628,100,50,45.28
Standard (16-8),GEO,Moderate,3,1000,0.000646108,0.2,41.0628,41.0628,100,50,98.7999
Standard (16-8),GEO,Moderate,3,100,0.000646108,0.5,41.0628,41.0628,100,50,6.82262
Standard (16-8),GEO,Moderate,3,500,0.000423912,0.5,41.0628,41.0628,100,50,28.8528
Standard (16-8),GEO,Moderate,3,1000,0.000164232,0.5,41.0628,41.0628,100,50,59.9321
Standard (16-8),GEO,Moderate,3,100,0.05,0,41.0628,41.0628,100,50,11.7231
Standard (16-8),GEO,Moderate,3,500,0.032805,0,41.0628,41.0628,100,50,55.6132
Standard (16-8),GEO,Moderate,3,1000,0.0127093,0,41.0628,41.0628,100,50,128.132
Standard (16-8),GEO,Moderate,3,100,0.0127093,0.2,41.0628,41.0628,100,50,11.3194
Standard (16-8),GEO,Moderate,3,500,0.00833859,0.2,41.0628,41.0628,100,50,76.7099
Standard (16-8),GEO,Moderate,3,1000,0.00323054,0.2,41.0628,41.0628,100,50,153.632
Standard (16-8),GEO,Moderate,3,100,0.00323054,0.5,41.0628,41.0628,100,50,6.00699
Standard (16-8),GEO,Moderate,3,500,0.00211956,0.5,41.0628,41.0628,100,50,28.8803
Standard (16-8),GEO,Moderate,3,1000,0.00082116,0.5,41.0628,41.0628,100,50,57.8167
Standard (16-8),GEO,None,3,100,0.001,0,41.0628,41.0628,100,0,11.4347
Standard (16-8),GEO,High,3,500,0.0006561,0,41.0628,41.0628,100,100,60.4
Standard (16-8),GEO,High,3,1000,0.000254187,0,41.0628,41.0628,100,100,113.679
Standard (16-8),GEO,High,3,100,0.000254187,0.2,41.0628,41.0628,100,100,8.82522
Standard (16-8),GEO,High,3,500,0.000166772,0.2,41.0628,41.0628,100,100,45.0833
Standard (16-8),GEO,High,3,1000,6.46108e-05,0.2,41.0628,41.0628,100,100,89.6536
Standard (16-8),GEO,High,3,100,6.46108e-05,0.5,41.0628,41.0628,100,100,5.40943
Standard (16-8),GEO,High,3,500,4.23912e-05,0.5,41.0628,41.0628,100,100,28.0552
Standard (16-8),GEO,High,3,1000,1.64232e-05,0.5,41.0628,41.0628,100,100,56.9614
Standard (16-8),GEO,High,3,100,0.01,0,41.0628,41.0628,100,100,11.4993
Standard (16-8),GEO,High,3,500,0.006561,0,41.0628,41.0628,100,100,56.8098
Standard (16-8),GEO,High,3,1000,0.00254187,0,41.0628,41.0628,100,100,114.713
Standard (16-8),GEO,High,3,100,0.00254187,0.2,41.0628,41.0628,100,100,9.36214
Standard (16-8),GEO,High,3,500,0.00166772,0.2,41.0628,41.0628,100,100,46.4731
Standard (16-8),GEO,High,3,1000,0.000646108,0.2,41.0628,41.0628,100,100,88.9694
Standard (16-8),GEO,High,3,100,0.000646108,0.5,41.0628,41.0628,100,100,5.46352
Standard (16-8),GEO,High,3,500,0.000423912,0.5,41.0628,41.0628,100,100,27.7592
Standard (16-8),GEO,High,3,1000,0.000164232,0.5,41.0628,41.0628,100,100,67.2135
Standard (16-8),GEO,High,3,100,0.05,0,41.0628,41.0628,100,100,12.4179
Standard (16-8),GEO,High,3,500,0.032805,0,41.0628,41.0628,100,100,61.9093
Standard (16-8),GEO,High,3,1000,0.0127093,0,41.0628,41.0628,100,100,115.297
Standard (16-8),GEO,High,3,100,0.0127093,0.2,41.0628,41.0628,100,100,9.63802
Standard (16-8),GEO,High,3,500,0.00833859,0.2,41.0628,41.0628,100,100,44.033
Standard (16-8),GEO,High,3,1000,0.00323054,0.2,41.0628,41.0628,100,100,91.7371
Standard (16-8),GEO,High,3,100,0.00323054,0.5,41.0628,41.0628,100,100,6.0376
Standard (16-8),GEO,High,3,500,0.00211956,0.5,41.0628,41.0628,100,100,29.0672
Standard (16-8),GEO,High,3,1000,0.00082116,0.5,41.0628,41.0628,100,100,57.5938
Standard (16-8),GEO,Very High,3,100,0.001,0,41.0628,41.0628,100,200,10.9334
Standard (16-8),GEO,Very High,3,500,0.0006561,0,41.0628,41.0628,100,200,56.3304
Standard (16-8),GEO,Very High,3,1000,0.000254187,0,41.0628,41.0628,100,200,108.374
Standard (16-8),GEO,Very High,3,100,0.000254187,0.2,41.0628,41.0628,100,200,8.66589
Standard (16-8),GEO,Very High,3,500,0.000166772,0.2,41.0628,41.0628,100,200,45.607
Standard (16-8),GEO,Very High,3,1000,6.46108e-05,0.2,41.0628,41.0628,100,200,90.2353
Standard (16-8),GEO,Very High,3,100,6.46108e-05,0.5,41.0628,41.0628,100,200,6.15184
Standard (16-8),GEO,Very High,3,500,4.23912e-05,0.5,41.0628,41.0628,100,200,27.789
Standard (16-8),GEO,Very High,3,1000,1.64232e-05,0.5,41.0628,41.0628,100,200,56.2566
Standard (16-8),GEO,Very High,3,100,0.01,0,41.0628,41.0628,100,200,10.5086
Standard (16-8),GEO,Very High,3,500,0.006561,0,41.0628,41.0628,100,200,53.9112
Standard (16-8),GEO,Very High,3,1000,0.00254187,0,41.0628,41.0628,100,200,110.63
Standard (16-8),GEO,Very High,3,100,0.00254187,0.2,41.0628,41.0628,100,200,8.95173
Standard (16-8),GEO,Very High,3,500,0.00166772,0.2,41.0628,41.0628,100,200,44.3702
Standard (16-8),GEO,Very High,3,1000,0.000646108,0.2,41.0628,41.0628,100,200,87.9961
Standard (16-8),GEO,Very High,3,100,0.000646108,0.5,41.0628,41.0628,100,200,5.45847
Standard (16-8),GEO,Very High,3,500,0.000423912,0.5,41.0628,41.0628,100,200,28.6663
Standard (16-8),GEO,Very High,3,1000,0.000164232,0.5,41.0628,41.0628,100,200,57.4323
Standard (16-8),GEO,Very High,3,100,0.05,0,41.0628,41.0628,100,200,12.4477
Standard (16-8),GEO,Very High,3,500,0.032805,0,41.0628,41.0628,100,200,60.8866
Standard (16-8),GEO,Very High,3,1000,0.0127093,0,41.0628,41.0628,100,200,115.327
Standard (16-8),GEO,Very High,3,100,0.0127093,0.2,41.0628,41.0628,100,200,9.04986
Standard (16-8),GEO,Very High,3,500,0.00833859,0.2,41.0628,41.0628,100,200,44.9737
Standard (16-8),GEO,Very High,3,1000,0.00323054,0.2,41.0628,41.0628,100,200,88.692
Standard (16-8),GEO,Very High,3,100,0.00323054,0.5,41.0628,41.0628,100,200,5.54268
Standard (16-8),GEO,Very High,3,500,0.00211956,0.5,41.0628,41.0628,100,200,28.2804
Standard (16-8),GEO,Very High,3,1000,0.00082116,0.5,41.0628,41.0628,100,200,58.5539
Standard (16-8),GEO,Adaptive,3,100,0.001,0,41.0628,41.0628,100,75,10.5548
Standard (16-8),GEO,Adaptive,3,500,0.0006561,0,41.0628,41.0628,100,75,54.9899
Standard (16-8),GEO,Adaptive,3,1000,0.000254187,0,41.0628,41.0628,100,75,109.937
Standard (16-8),GEO,Adaptive,3,100,0.000254187,0.2,41.0628,41.0628,100,75,9.04951
Standard (16-8),GEO,Adaptive,3,500,0.000166772,0.2,41.0628,41.0628,100,75,44.7378
Standard (16-8),GEO,Adaptive,3,1000,6.46108e-05,0.2,41.0628,41.0628,100,75,88.1042
Standard (16-8),GEO,Adaptive,3,100,6.46108e-05,0.5,41.0628,41.0628,100,75,5.55451
Standard (16-8),GEO,Adaptive,3,500,4.23912e-05,0.5,41.0628,41.0628,100,75,28.9934
Standard (16-8),GEO,Adaptive,3,1000,1.64232e-05,0.5,41.0628,41.0628,100,75,57.6742
Standard (16-8),GEO,Adaptive,3,100,0.01,0,41.0628,41.0628,100,75,11.5111
Standard (16-8),GEO,Adaptive,3,500,0.006561,0,41.0628,41.0628,100,75,56.1683
Standard (16-8),GEO,Adaptive,3,1000,0.00254187,0,41.0628,41.0628,100,75,110.225
Standard (16-8),GEO,Adaptive,3,100,0.00254187,0.2,41.0628,41.0628,100,75,8.23199
Standard (16-8),GEO,Adaptive,3,500,0.00166772,0.2,41.0628,41.0628,100,75,44.8211
Standard (16-8),GEO,Adaptive,3,1000,0.000646108,0.2,41.0628,41.0628,100,75,88.033
Standard (16-8),GEO,Adaptive,3,100,0.000646108,0.5,41.0628,41.0628,100,75,6.88383
Standard (16-8),GEO,Adaptive,3,500,0.000423912,0.5,41.0628,41.0628,100,75,28.4228
Standard (16-8),GEO,Adaptive,3,1000,0.000164232,0.5,41.0628,41.0628,100,75,56.7314
Standard (16-8),GEO,Adaptive,3,100,0.05,0,41.0628,41.0628,100,75,11.2573
Standard (16-8),GEO,Adaptive,3,500,0.032805,0,41.0628,41.0628,100,75,57.924
Standard (16-8),GEO,Adaptive,3,1000,0.0127093,0,41.0628,41.0628,100,75,126.584
Standard (16-8),GEO,Adaptive,3,100,0.0127093,0.2,41.0628,41.0628,100,75,8.45274
Standard (16-8),GEO,Adaptive,3,500,0.00833859,0.2,41.0628,41.0628,100,75,44.0268
Standard (16-8),GEO,Adaptive,3,1000,0.00323054,0.2,41.0628,41.0628,100,75,89.2728
Standard (16-8),GEO,Adaptive,3,100,0.00323054,0.5,41.0628,41.0628,100,75,5.5045
Standard (16-8),GEO,Adaptive,3,500,0.00211956,0.5,41.0628,41.0628,100,75,28.8755
Standard (16-8),GEO,Adaptive,3,1000,0.00082116,0.5,41.0628,41.0628,100,75,57.1155
Standard (16-8),Lunar,None,3,100,0.001,0,41.0628,41.0628,100,0,13.064
Standard (16-8),Lunar,None,3,500,0.0006561,0,41.0628,41.0628,100,0,56.2757
Standard (16-8),Lunar,None,3,1000,0.000254187,0,41.0628,41.0628,100,0,109.766
Standard (16-8),Lunar,None,3,100,0.000254187,0.2,41.0628,41.0628,100,0,8.31084
Standard (16-8),Lunar,None,3,500,0.000166772,0.2,41.0628,41.0628,100,0,46.0923
Standard (16-8),Lunar,None,3,1000,6.46108e-05,0.2,41.0628,41.0628,100,0,87.4377
Standard (16-8),Lunar,None,3,100,6.46108e-05,0.5,41.0628,41.0628,100,0,6.61341
Standard (16-8),Lunar,None,3,500,4.23912e-05,0.5,41.0628,41.0628,100,0,28.7133
Standard (16-8),Lunar,None,3,1000,1.64232e-05,0.5,41.0628,41.0628,100,0,80.7682
Standard (16-8),Lunar,None,3,100,0.01,0,41.0628,41.0628,100,0,11.9469
Standard (16-8),Lunar,None,3,500,0.006561,0,41.0628,41.0628,100,0,55.664
Standard (16-8),Lunar,None,3,1000,0.00254187,0,41.0628,41.0628,100,0,111.472
Standard (16-8),Lunar,None,3,100,0.00254187,0.2,41.0628,41.0628,100,0,10.193
Standard (16-8),Lunar,None,3,500,0.00166772,0.2,41.0628,41.0628,100,0,44.4136
Standard (16-8),Lunar,None,3,1000,0.000646108,0.2,41.0628,41.0628,100,0,87.362
Standard (16-8),Lunar,None,3,100,0.000646108,0.5,41.0628,41.0628,100,0,5.43323
Standard (16-8),Lunar,None,3,500,0.000423912,0.5,41.0628,41.0628,100,0,28.9673
Standard (16-8),Lunar,None,3,1000,0.000164232,0.5,41.0628,41.0628,100,0,58.3081
Standard (16-8),Lunar,None,3,100,0.05,0,41.0628,41.0628,100,0,11.5571
Standard (16-8),Lunar,None,3,500,0.032805,0,41.0628,41.0628,100,0,56.143
Standard (16-8),Lunar,None,3,1000,0.0127093,0,41.0628,41.0628,100,0,110.086
Standard (16-8),Lunar,None,3,100,0.0127093,0.2,41.0628,41.0628,100,0,9.00118
Standard (16-8),Lunar,None,3,500,0.00833859,0.2,41.0628,41.0628,100,0,49.7868
Standard (16-8),Lunar,None,3,1000,0.00323054,0.2,41.0628,41.0628,100,0,97.4562
Standard (16-8),Lunar,None,3,100,0.00323054,0.5,41.0628,41.0628,100,0,6.77744
Standard (16-8),Lunar,None,3,500,0.00211956,0.5,41.0628,41.0628,100,0,32.0169
Standard (16-8),Lunar,None,3,1000,0.00082116,0.5,41.0628,41.0628,100,0,62.0037
Standard (16-8),Lunar,Minimal,3,100,0.001,0,41.0628,41.0628,100,10,11.698
Standard (16-8),Lunar,Minimal,3,500,0.0006561,0,41.0628,41.0628,100,10,60.5683
Standard (16-8),Lunar,Minimal,3,1000,0.000254187,0,41.0628,41.0628,100,10,116.726
Standard (16-8),Lunar,Minimal,3,100,0.000254187,0.2,41.0628,41.0628,100,10,12.035
Standard (16-8),Lunar,Minimal,3,500,0.000166772,0.2,41.0628,41.0628,100,10,52.6648
Standard (16-8),Lunar,Minimal,3,1000,6.46108e-05,0.2,41.0628,41.0628,100,10,97.7288
Standard (16-8),Lunar,Minimal,3,100,6.46108e-05,0.5,41.0628,41.0628,100,10,9.52585
Standard (16-8),Lunar,Minimal,3,500,4.23912e-05,0.5,41.0628,41.0628,100,10,35.3518
Standard (16-8),Lunar,Minimal,3,1000,1.64232e-05,0.5,41.0628,41.0628,100,10,60.0168
Standard (16-8),Lunar,Minimal,3,100,0.01,0,41.0628,41.0628,100,10,10.728
Standard (16-8),Lunar,Minimal,3,500,0.006561,0,41.0628,41.0628,100,10,56.3588
Standard (16-8),Lunar,Minimal,3,1000,0.00254187,0,41.0628,41.0628,100,10,114.677
Standard (16-8),Lunar,Minimal,3,100,0.00254187,0.2,41.0628,41.0628,100,10,8.29044
Standard (16-8),Lunar,Minimal,3,500,0.00166772,0.2,41.0628,41.0628,100,10,43.9391
Standard (16-8),Lunar,Minimal,3,1000,0.000646108,0.2,41.0628,41.0628,100,10,90.8912
Standard (16-8),Lunar,Minimal,3,100,0.000646108,0.5,41.0628,41.0628,100,10,6.16362
Standard (16-8),Lunar,Minimal,3,500,0.000423912,0.5,41.0628,41.0628,100,10,29.6847
Standard (16-8),Lunar,Minimal,3,1000,0.000164232,0.5,41.0628,41.0628,100,10,59.4069
Standard (16-8),Lunar,Minimal,3,100,0.05,0,41.0628,41.0628,100,10,11.7729
Standard (16-8),Lunar,Minimal,3,500,0.032805,0,41.0628,41.0628,100,10,56.4009
Standard (16-8),Lunar,Minimal,3,1000,0.0127093,0,41.0628,41.0628,100,10,112.085
Standard (16-8),Lunar,Minimal,3,100,0.0127093,0.2,41.0628,41.0628,100,10,8.63272
Standard (16-8),Lunar,Minimal,3,500,0.00833859,0.2,41.0628,41.0628,100,10,49.8548
Standard (16-8),Lunar,Minimal,3,1000,0.00323054,0.2,41.0628,41.0628,100,10,111.607
Standard (16-8),Lunar,Minimal,3,100,0.00323054,0.5,41.0628,41.0628,100,10,7.42139
Standard (16-8),Lunar,Minimal,3,500,0.00211956,0.5,41.0628,41.0628,100,10,30.1124
Standard (16-8),Lunar,Minimal,3,1000,0.00082116,0.5,41.0628,41.0628,100,10,58.8674
Standard (16-8),Lunar,Moderate,3,100,0.001,0,41.0628,41.0628,100,50,11.667
Standard (16-8),Lunar,Moderate,3,500,0.0006561,0,41.0628,41.0628,100,50,65.6273
Standard (16-8),Lunar,Moderate,3,1000,0.000254187,0,41.0628,41.0628,100,50,108.138
Standard (16-8),Lunar,Moderate,3,100,0.000254187,0.2,41.0628,41.0628,100,50,8.66968
Standard (16-8),Lunar,Moderate,3,500,0.000166772,0.2,41.0628,41.0628,100,50,43.9932
Standard (16-8),Lunar,Moderate,3,1000,6.46108e-05,0.2,41.0628,41.0628,100,50,86.8702
Standard (16-8),Lunar,Moderate,3,100,6.46108e-05,0.5,41.0628,41.0628,100,50,6.38207
Standard (16-8),Lunar,Moderate,3,500,4.23912e-05,0.5,41.0628,41.0628,100,50,28.2507
Standard (16-8),Lunar,Moderate,3,1000,1.64232e-05,0.5,41.0628,41.0628,100,50,57.5868
Standard (16-8),Lunar,Moderate,3,100,0.01,0,41.0628,41.0628,100,50,10.7984
Standard (16-8),Lunar,Moderate,3,500,0.006561,0,41.0628,41.0628,100,50,54.2993
Standard (16-8),Lunar,Moderate,3,1000,0.00254187,0,41.0628,41.0628,100,50,109.099
Standard (16-8),Lunar,Moderate,3,100,0.00254187,0.2,41.0628,41.0628,100,50,9.14089
Standard (16-8),Lunar,Moderate,3,500,0.00166772,0.2,41.0628,41.0628,100,50,45.56
Standard (16-8),Lunar,Moderate,3,1000,0.000646108,0.2,41.0628,41.0628,100,50,87.6276
Standard (16-8),Lunar,Moderate,3,100,0.000646108,0.5,41.0628,41.0628,100,50,5.393
Standard (16-8),Lunar,Moderate,3,500,0.000423912,0.5,41.0628,41.0628,100,50,28.3633
Standard (16-8),Lunar,Moderate,3,1000,0.000164232,0.5,41.0628,41.0628,100,50,55.6998
Standard (16-8),Lunar,Moderate,3,100,0.05,0,41.0628,41.0628,100,50,11.3383
Standard (16-8),Lunar,Moderate,3,500,0.032805,0,41.0628,41.0628,100,50,54.6983
Standard (16-8),Lunar,Moderate,3,1000,0.0127093,0,41.0628,41.0628,100,50,107.62
Standard (16-8),Lunar,Moderate,3,100,0.0127093,0.2,41.0628,41.0628,100,50,8.42934
Standard (16-8),Lunar,Moderate,3,500,0.00833859,0.2,41.0628,41.0628,100,50,44.577
Standard (16-8),Lunar,Moderate,3,1000,0.00323054,0.2,41.0628,41.0628,100,50,88.651
Standard (16-8),Lunar,Moderate,3,100,0.00323054,0.5,41.0628,41.0628,100,50,5.47472
Standard (16-8),Lunar,Moderate,3,500,0.00211956,0.5,41.0628,41.0628,100,50,28.4441
Standard (16-8),Lunar,Moderate,3,1000,0.00082116,0.5,41.0628,41.0628,100,50,55.2338
Standard (16-8),Lunar,High,3,100,0.001,0,41.0628,41.0628,100,100,10.8361
Standard (16-8),Lunar,High,3,500,0.0006561,0,41.0628,41.0628,100,100,54.6574
Standard (16-8),Lunar,High,3,1000,0.000254187,0,41.0628,41.0628,100,100,108.391
Standard (16-8),Lunar,High,3,100,0.000254187,0.2,41.0628,41.0628,100,100,8.2024
Standard (16-8),Lunar,High,3,500,0.000166772,0.2,41.0628,41.0628,100,100,45.344
Standard (16-8),Lunar,High,3,1000,6.46108e-05,0.2,41.0628,41.0628,100,100,87.538
Standard (16-8),Lunar,High,3,100,6.46108e-05,0.5,41.0628,41.0628,100,100,6.06202
Standard (16-8),Lunar,High,3,500,4.23912e-05,0.5,41.0628,41.0628,100,100,28.4725
Standard (16-8),Lunar,High,3,1000,1.64232e-05,0.5,41.0628,41.0628,100,100,55.8498
Standard (16-8),Lunar,High,3,100,0.01,0,41.0628,41.0628,100,100,10.3929
Standard (16-8),Lunar,High,3,500,0.006561,0,41.0628,41.0628,100,100,55.2246
Standard (16-8),Lunar,High,3,1000,0.00254187,0,41.0628,41.0628,100,100,113.228
Standard (16-8),Lunar,High,3,100,0.00254187,0.2,41.0628,41.0628,100,100,8.72811
Standard (16-8),Lunar,High,3,500,0.00166772,0.2,41.0628,41.0628,100,100,44.33
Standard (16-8),Lunar,High,3,1000,0.000646108,0.2,41.0628,41.0628,100,100,88.2286
Standard (16-8),Lunar,High,3,100,0.000646108,0.5,41.0628,41.0628,100,100,5.62633
Standard (16-8),Lunar,High,3,500,0.000423912,0.5,41.0628,41.0628,100,100,28.0832
Standard (16-8),Lunar,High,3,1000,0.000164232,0.5,41.0628,41.0628,100,100,55.9846
Standard (16-8),Lunar,High,3,100,0.05,0,41.0628,41.0628,100,100,10.8585
Standard (16-8),Lunar,High,3,500,0.032805,0,41.0628,41.0628,100,100,54.9841
Standard (16-8),Lunar,High,3,1000,0.0127093,0,41.0628,41.0628,100,100,108.035
Standard (16-8),Lunar,High,3,100,0.0127093,0.2,41.0628,41.0628,100,100,8.28913
Standard (16-8),Lunar,High,3,500,0.00833859,0.2,41.0628,41.0628,100,100,45.0324
Standard (16-8),Lunar,High,3,1000,0.00323054,0.2,41.0628,41.0628,100,100,87.5039
Standard (16-8),Lunar,High,3,100,0.00323054,0.5,41.0628,41.0628,100,100,6.04408
Standard (16-8),Lunar,High,3,500,0.00211956,0.5,41.0628,41.0628,100,100,28.7556
Standard (16-8),Lunar,High,3,1000,0.00082116,0.5,41.0628,41.0628,100,100,56.5664
Standard (16-8),Lunar,Very High,3,100,0.001,0,41.0628,41.0628,100,200,10.7886
Standard (16-8),Lunar,Very High,3,500,0.0006561,0,41.0628,41.0628,100,200,54.4939
Standard (16-8),Lunar,Very High,3,1000,0.000254187,0,41.0628,41.0628,100,200,108.615
Standard (16-8),Lunar,Very High,3,100,0.000254187,0.2,41.0628,41.0628,100,200,8.6601
Standard (16-8),Lunar,Very High,3,500,0.000166772,0.2,41.0628,41.0628,100,200,44.4899
Standard (16-8),Lunar,Very High,3,1000,6.46108e-05,0.2,41.0628,41.0628,100,200,87.7742
Standard (16-8),Lunar,Very High,3,100,6.46108e-05,0.5,41.0628,41.0628,100,200,5.41649
Standard (16-8),Lunar,Very High,3,500,4.23912e-05,0.5,41.0628,41.0628,100,200,32.4334
Standard (16-8),Lunar,Very High,3,1000,1.64232e-05,0.5,41.0628,41.0628,100,200,61.0388
Standard (16-8),Lunar,Very High,3,100,0.01,0,41.0628,41.0628,100,200,10.9932
Standard (16-8),Lunar,Very High,3,500,0.006561,0,41.0628,41.0628,100,200,54.6495
Standard (16-8),Lunar,Very High,3,1000,0.00254187,0,41.0628,41.0628,100,200,145.695
Standard (16-8),Lunar,Very High,3,100,0.00254187,0.2,41.0628,41.0628,100,200,9.36705
Standard (16-8),Lunar,Very High,3,500,0.00166772,0.2,41.0628,41.0628,100,200,45.2685
Standard (16-8),Lunar,Very High,3,1000,0.000646108,0.2,41.0628,41.0628,100,200,87.0052
